SMILES_rdkit_final,logP,Fup,Clint.invitro.,Clint.invivo.,MW_rdkit,HBD_rdkit,HBA_rdkit,NRB_rdkit,RF_rdkit,PSA_rdkit
C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,3.54,0.000992,0,,463.97,1,1,7,48.3198,37.3
C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,2.06,0.00164,0,,363.98,1,1,5,38.4258,37.3
C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,2.85,0.01676,0,,313.98,1,1,4,33.4788,37.3
C(=O)(C(Cl)(Cl)Br)O,1.47,,,,205.85,1,1,1,30.9998,37.3
C(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,4.02,,,,261.81,0,1,0,45.587,17.07
C(=O)(C(Cl)(Cl)Cl)Cl,2.21,,,,179.87,0,1,0,31.15,17.07
C(=O)(C(Cl)(Cl)Cl)N,1.04,,,,160.92,1,1,0,29.4844,43.09
C(=O)(N)[O-].[NH4+],-1.02,,,,78.04,2,2,0,15.5682,102.65
C(=O)(N)N=NC(=O)N,-1.7,,,,116.03,2,2,0,24.0228,110.9
C(=O)(N)NC(=O)N,-1.04,,,,103.04,3,2,0,22.3025,98.21
C(=O)(N)NN.Cl,-1.61,,,,111.02,3,2,0,24.1545,81.14
C(=O)(N)NNC(=O)N,-0.88,,,,118.05,4,2,0,25.4382,110.24
C(=O)(N)NO,-1.8,1.05E-05,,,76.03,3,2,0,14.5056,75.35
C(=O)(O[Bi]=O)O[Bi]=O,-11.09,,,,509.94,0,5,2,20.447,69.67
C(=O)/C(=C(\C(=O)O)/Cl)/Cl,0.13,,,,167.94,1,2,2,32.4318,54.37
C(=O)C(Br)(Br)Br,3.02,,,,277.76,0,1,0,35.576,17.07
C(=O)C=O,-0.08,,,,58.01,0,2,1,12.128,34.14
C(=O)N,-1.51,,,,45.02,1,1,0,10.2514,43.09
C(=O)NNC=O,-1.58,,,,88.03,2,2,3,18.3994,58.2
C(=O)O[Al](OC=O)OC=O,2.12,,,,161.97,0,6,6,27.201,78.9
C(=S)(C(=S)N)N,0.04,,,,119.98,2,2,0,33.5708,52.04
C(=S)(N)N,-1.05,,,,76.01,2,1,0,20.9728,52.04
C(=S)(N)NC(=S)N,-0.3,,,,134.99,3,2,0,36.7065,64.07
C(=S)(N)NN,-2.51,,,,91.02,3,2,0,24.1085,64.07
C(=S)(N)NNC(=S)N,-0.16,,,,150,4,2,0,39.8422,76.1
C(=S)(NN)NN,-1.05,,,,106.03,4,3,0,27.2442,76.1
C(=S)=S,1.94,,,,75.94,0,2,0,20.189,0
C(Br)(Br)Br,2.54,,,,249.76,0,0,0,30.569,0
C(Br)Br,1.79,,,,171.85,0,0,0,22.721,0
C(C#CCO)O,-0.53,,,,86.04,2,2,0,21.9476,40.46
C(C#N)Br,0.97,,,,118.94,0,1,0,19.407,23.79
C(C#N)C#N,-0.6,,,,66.02,0,2,0,15.843,47.58
C(C#N)C(=O)NN,-0.42,,,,99.04,2,3,1,22.5601,78.91
C(C#N)C(=O)O,-0.76,,,,85.02,1,2,1,17.8658,61.09
C(C#N)Cl,0.45,,,,74.99,0,1,0,16.333,23.79
C(C#N)NCC#N,-0.73,,,,95.05,1,3,2,24.0957,59.61
C(C(=C(Cl)Cl)Cl)Cl,2.28576,,,,177.89,0,0,1,35.305,0
C(C(=O)[C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O.C(C(=O)[C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O.[Ca+2],-2.5,,,,426.03,8,14,10,75.9944,276.24
C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Cr+3],-1.3,0.05,,,240.94,1,7,5,29.2048,140.62
C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Fe+3],-2.11272,,,,244.94,1,7,5,29.2048,140.62
C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[K+].[K+].[K+].[K+].[K+].[Bi+3],-1.3,0.1,,,781.8,2,14,10,64.1636,281.24
C(C(=O)[O-])O.[Na+],-1.87726,,,,98,1,3,1,12.0928,60.36
C(C(=O)[O-])SC#N.[Na+],-0.03,,,,138.97,0,4,2,23.078,63.92
C(C(=O)C(=O)O)C(=O)O,-0.97,,,,132.01,2,3,3,24.8956,91.67
C(C(=O)C(Cl)Cl)Cl,1.55,,,,159.92,0,1,2,31.221,17.07
C(C(=O)CCl)Cl,1.07,,,,125.96,0,1,2,26.447,17.07
C(C(=O)Cl)(Cl)Cl,1.43,,,,145.91,0,1,1,26.354,17.07
C(C(=O)Cl)Cl,1.54,,,,111.95,0,1,1,21.58,17.07
C(C(=O)N)(Cl)Cl,0.19,,,,126.96,1,1,1,24.6884,43.09
C(C(=O)N)Cl,-0.53,,,,93,1,1,1,19.9144,43.09
C(C(=O)N)F,-1.05,,,,77.03,1,1,1,15.1694,43.09
C(C(=O)N)I,-0.19,,,,184.93,1,1,1,28.0814,43.09
C(C(=O)NCO)Cl,-1.06,,,,123.01,2,2,2,25.9485,49.33
C(C(=O)O)(Br)Br,1.76,,,,215.84,1,1,1,29.2778,37.3
C(C(=O)O)(Cl)Br,1.18,,,,171.89,1,1,1,26.2038,37.3
C(C(=O)O)Br,0.41,,,,137.93,1,1,1,21.4298,37.3
C(C(=O)O)C(=O)O,-0.81,,,,104.01,2,2,2,19.8886,74.6
C(C(=O)O)N,-3.2,,,,75.03,2,2,1,16.6902,63.32
C(C(=O)O)N(CC(=O)O)CC(=O)O,-1.62,,,,191.04,3,4,6,39.3474,115.14
C(C(=O)O)N(CP(=O)(O)O)CP(=O)(O)O,-1.24152,,,,263,5,4,6,48.164,155.6
C(C(=O)O)NCC(=O)O,-2.02,,,,133.04,3,3,4,28.1413,86.63
C(C(=O)O)O,-1.11,,,,76.02,2,2,1,14.7216,57.53
C(C(=O)O)O.[NH2-].[NH2-].[Pt+2],-0.97,0.84,,,303.02,2,2,1,25.2904,124.53
C(C(=O)O)OC1=NC(=C(C(=C1Cl)N)Cl)F,1.68,0.09194,1.791,,253.97,2,4,3,51.7582,85.44
C(C(=O)O)OCC(=O)O,-0.61,,,,134.02,2,3,4,26.0906,83.83
C(C(=O)O)P(=O)(O)O,-0.84,,,,139.99,3,2,2,24.5469,94.83
C(C(Br)(Br)Br)(Br)Br,4.08,,,,419.6,0,0,0,51.154,0
C(C(Br)(Br)Br)Br,3.66,,,,341.69,0,0,0,43.306,0
C(C(Br)Br)(Br)Br,3.42,,,,341.69,0,0,1,43.284,0
C(C(C(=O)[O-])[S-])C(=O)[O-].[Na+].[Na+].[Au+],-0.11,0.125,,0.013506258,389.92,0,5,3,25.784,80.26
C(C(C(=O)[O-])[S-])C(=O)[O-].O.[Na+].[Na+].[Au+],1.14,,,,407.93,0,5,3,29.3978,111.76
C(C(C(=O)O)Br)Br,1.7,,,,229.86,1,1,2,34.1448,37.3
C(C(C(=O)O)Cl)C(=O)O,0,,,,151.99,2,2,3,29.5296,74.6
C(C(C(=O)O)N)SCC(=O)O,-0.76,,,,179.03,3,4,5,40.572,100.62
C(C(C(=O)O)S(=O)(=O)O)C(=O)O,-0.15,,,,197.98,3,4,4,35.2252,128.97
C(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,5.07,,,,497.89,0,0,6,49.611,0
C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,5.02,0.001515,11.93,,498.95,1,2,7,53.7912,60.16
C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,3.75,,,,337.98,0,0,3,31.898,0
C(C(C(CC(=O)O)C(=O)O)C(=O)O)C(=O)O,-0.38,,,,234.04,4,4,7,46.7572,149.2
C(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,4.4,,,,287.98,0,0,2,26.951,0
C(C(CBr)(CBr)CBr)O,2.81,,,,321.82,1,1,4,50.9008,20.23
C(C(CBr)(CBr)CBr)OP(=O)(OCC(CBr)(CBr)CBr)OCC(CBr)(CBr)CBr,5.53383,,,,1009.41,0,4,18,156.9075,44.76
C(C(CBr)Br)Cl,2.96,,,,233.84,0,0,2,37.229,0
C(C(CBr)Br)O,2.01,,,,215.88,1,1,2,33.5948,20.23
C(C(CBr)Br)OP(=O)(OCC(CBr)Br)OCC(CBr)Br,4.29,0.00703,177,,691.58,0,4,12,104.9895,44.76
C(C(CCl)Cl)Cl,2.27,,,,145.95,0,0,2,31.081,0
C(C(CCl)Cl)O,0.78,,,,127.98,1,1,2,27.4468,20.23
C(C(CCl)O)Cl,0.77,,,,127.98,1,1,2,27.4468,20.23
C(C(CCl)O)O,-0.37,,,,110.01,2,2,2,23.8126,40.46
C(C(CCl)O)S(=O)(=O)[O-].[Na+],-0.3,,,,195.96,1,4,3,31.291,77.43
C(C(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl)Cl,3.65,0.01078,5.092,,427.88,0,4,12,86.5455,44.76
C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,4.14,,,,233.81,0,0,0,40.58,0
C(C(Cl)(Cl)Cl)(Cl)Cl,3.22,,,,199.85,0,0,0,35.784,0
C(C(Cl)(Cl)Cl)(F)(F)F,2.62,,,,185.9,0,0,0,26.345,0
C(C(Cl)(Cl)Cl)(NC(=O)NC(C(Cl)(Cl)Cl)O)O,0.57,,,,351.85,4,3,2,64.261,81.59
C(C(Cl)(Cl)Cl)(O)O,0.99,,,,163.92,2,2,0,28.5156,40.46
C(C(Cl)(Cl)Cl)Cl,2.62,,,,165.89,0,0,0,31.01,0
C(C(Cl)Cl)(Cl)Cl,2.5,,,,165.89,0,0,1,30.988,0
C(C(Cl)Cl)Cl,1.98,,,,131.93,0,0,1,26.214,0
C(C(CN)O)C(=O)O,-3.63,,,,119.06,3,3,3,27.314,83.55
C(C(CO)([N+](=O)[O-])Br)O,-0.41,,,,198.95,2,4,3,32.824,83.6
C(C(CO)(CBr)CBr)O,1.06,,,,259.9,2,2,4,44.1926,40.46
C(C(CO)(CO)[N+](=O)[O-])O,-1.72,,,,151.05,3,5,4,30.9828,103.83
C(C(CO)(CO)CO)O,-1.69,,,,136.07,4,4,4,30.7762,80.92
C(C(CO)(CO)COCC(CO)(CO)CO)O,-2.34,,,,254.14,6,7,10,58.1998,130.61
C(C(CO)O)O,-1.86,,,,92.05,3,3,2,20.1784,60.69
C(C(CO)OP(=O)([O-])[O-])O.[Ca+2],-2.25,,,,209.96,2,6,4,32.4051,112.88
C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-],1.52,,,,316.01,0,12,12,54.2186,209.48
C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],1.62,0.4,,,227,0,9,8,37.7602,157.11
C(C(COP(=O)([O-])[O-])O)O.[K+].[K+],-2.31,,,,247.93,2,6,4,26.6511,112.88
C(C(COP(=O)([O-])[O-])O)O.O.[Ca+2],-2.56896,,,,227.97,2,6,4,36.0189,144.38
C(C(CS(=O)(=O)[O-])S)S.O.[Na+],0.69,,,,227.96,2,5,3,44.805,88.7
C(C(CS)O)O,-1.3,,,,108.02,3,3,2,26.9456,40.46
C(C(CS)S)O,0.66,,,,124,3,3,2,33.7128,20.23
C(C(F)(Cl)Cl)(F)(Cl)Cl,2.83,,,,201.87,0,0,1,31.09,0
C(C(F)(Cl)Cl)(F)(F)Cl,3.16,0.3622,0.2524,,185.9,0,0,1,26.345,0
C(C(F)(F)Cl)Cl,1.97754,,,,133.95,0,0,1,21.52,0
C(C(F)(F)F)(C(F)(F)F)F,1.85,0.4582,5.048,,170,0,0,0,17.006,0
C(C(F)(F)F)(Cl)Br,2.3,,,,195.89,0,0,0,24.623,0
C(C(F)(F)F)(Cl)Cl,2.18,0.5388,51.48,,151.94,0,0,0,21.549,0
C(C(F)(F)F)(OC(F)F)Cl,2.06,,,,183.97,0,1,2,22.785,9.23
C(C(F)(F)F)F,0.83,0.8572,0.101,,102.01,0,0,0,12.03,0
C(C(F)(F)F)O,0.41,,,,100.01,1,1,0,13.1408,20.23
C(C(F)(F)F)OCC(F)(F)F,1.69,,,,182.02,0,1,2,22.929,9.23
C(C(OC(F)F)(F)F)(F)Cl,2.1,,,,183.97,0,1,3,22.785,9.23
C(C[C@@H](C(=O)O)N)CN=C(N)N,-4.19,,,,174.11,4,3,5,45.522,127.72
C(C[N+](=O)[O-])C(=O)O,-1.25,,,,119.02,1,3,3,24.1142,80.44
C(C[Si](Cl)(Cl)Cl)C#N,2.24031,,,,186.92,0,1,2,38.35,23.79
C(C=O)Cl,0.54,,,,77.99,0,1,1,16.784,17.07
C(C1=C(SC(=C1C#N)N(CC(=O)[O-])CC(=O)[O-])C(=O)[O-])C(=O)[O-].[Sr+2].[Sr+2],0.27,0.75,,0.033183287,513.8,0,11,8,75.8105,187.55
C(C1=C(SC(=C1C#N)N(CC(=O)[O-])CC(=O)[O-])C(=O)[O-])C(=O)[O-].O.O.O.O.O.O.O.[Sr+2].[Sr+2],-1.62726,,,,639.87,0,11,8,101.1071,408.05
C(CBr)Br,1.96,,,,185.87,0,0,1,27.588,0
C(CBr)CBr,2.37,,,,199.88,0,0,2,32.205,0
C(CBr)Cl,2.07,,,,141.92,0,0,1,24.514,0
C(CBr)O,0.23,,,,123.95,1,1,1,20.8798,20.23
C(CC#N)C#N,-0.99,,,,80.04,0,2,1,20.46,47.58
C(CC#N)CC(CCC#N)C#N,0.32,,,,161.1,0,3,5,43.414,71.37
C(CC(=O)[O-])CO.[Na+],-0.92,0.99,,0.006158017,126.03,1,3,3,21.3268,60.36
C(CC(=O)Cl)CCl,0.953079,,,,139.98,0,1,3,30.814,17.07
C(CC(=O)N)[C@H](C(=O)O)N,-3.64,,,,146.07,3,3,4,34.0396,106.41
C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,-1.72,,,,307.08,6,6,9,71.2744,158.82
C(CC(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,-2.02,,,,612.15,10,12,21,139.7588,317.64
C(CC(=O)O)[C@@H](C(=O)[O-])N.O.[Na+],-3.34835,,,,187.05,2,4,4,33.466,134.95
C(CC(=O)O)[C@@H](C(=O)O)NC(=O)N,-2.7,,,,190.06,4,3,5,41.0127,129.72
C(CC(=O)O)C(=O)C(=O)O,-1.39,,,,146.02,2,3,4,29.5126,91.67
C(CC(=O)O)C(=O)O,-0.59,,,,118.03,2,2,3,24.5056,74.6
C(CC(=O)O)CBr,1.47357,,,,165.96,1,1,3,30.6638,37.3
C(CC(=O)O)CC(=O)O,-0.29,,,,132.04,2,2,4,29.1226,74.6
C(CC(=O)O)CN,-3.17,,,,103.06,2,2,3,25.9242,63.32
C(CC(C(F)F)(C(=O)O)N)CN.Cl,-0.28,,,,218.06,3,3,5,46.0946,89.34
C(CC(CBr)(C#N)Br)C#N,1.89,,,,263.89,0,2,3,45.912,47.58
C(CC=O)CC=O,-0.14,,,,100.05,0,2,4,25.979,34.14
C(CCBr)CBr,2.94,,,,213.9,0,0,3,36.822,0
C(CCBr)CCBr,3.24,,,,227.91,0,0,4,41.439,0
C(CCBr)CCl,2.79,,,,169.95,0,0,3,33.748,0
C(CCC#N)CC#N,-0.32,,,,108.07,0,2,3,29.694,47.58
C(CCC(=O)N)CC(=O)N,-2.09,,,,144.09,2,2,5,36.8568,86.18
C(CCC(=O)NN)CC(=O)NN,-0.29,0.9601,0.6018,,174.11,4,4,5,43.1282,110.24
C(CCC(=O)O)CC(=O)O,0.08,,,,146.06,2,2,5,33.7396,74.6
C(CCC(=O)O)CCC(=O)O,0.61,,,,160.07,2,2,6,38.3566,74.6
C(CCC(=O)O)CCN,-2.95,0.92,,,131.09,2,2,5,35.1582,63.32
C(CCCBr)CCBr,3.89,,,,241.93,0,0,5,46.056,0
C(CCCC(=O)O)CCC(=O)O,1.17,,,,174.09,2,2,7,42.9736,74.6
C(CCCC(=O)O)CCCC(=O)O,1.57,,,,188.1,2,2,8,47.5906,74.6
C(CCCCC(=O)O)CCCC(=O)O,2.14,,,,202.12,2,2,9,52.2076,74.6
C(CCCCC(=O)O)CCCCC(=O)O,2.74,,,,216.14,2,2,10,56.8246,74.6
C(CCCCCC(=O)O)CCCCC(=O)O,3.39,,,,230.15,2,2,11,61.4416,74.6
C(CCCCCC(=O)O)CCCCCBr,5.1,,,,278.09,1,1,11,67.5998,37.3
C(CCCCCC(=O)O)CCCCCC(=O)O,3.77,,,,244.17,2,2,12,66.0586,74.6
C(CCCCCCBr)CCCCCO,5.33,,,,264.11,1,1,11,67.0498,20.23
C(CCCCl)CCCl,4.21,,,,154.03,0,0,5,39.908,0
C(CCCCl)CCO,1.95,,,,136.07,1,1,5,36.2738,20.23
C(CCCCS)CCCS,2.83,,,,178.08,2,2,7,55.408,0
C(CCCN)CCN,0.12,,,,116.13,2,2,5,36.5768,52.04
C(CCCN=C(N)N)CCC(=O)NC(C(=O)NCCCCNCCCN)O.Cl.Cl.Cl,0.33,,,,495.23,7,6,17,128.4401,180.88
C(CCCN=C=O)CCN=C=O,0.11,,,,168.09,0,4,7,44.445,58.86
C(CCCNCCCCCCN)CCN,2.58,,,,215.24,3,3,12,67.9145,64.07
C(CCCO)CCO,1.09,,,,118.1,2,2,5,32.6396,40.46
C(CCl)C#N,0.18,,,,89,0,1,1,20.95,23.79
C(CCl)C(=O)O,0.41,,,,108,1,1,2,22.9728,37.3
C(CCl)CCl,2,,,,111.98,0,0,2,26.057,0
C(CCl)Cl,1.48,0.6167,21.34,,97.97,0,0,1,21.44,0
C(CCl)N(CCCl)CCCl,1.49,,,,203,0,1,6,48.6,3.24
C(CCl)NC(=O)N(CCCl)N=O,1.53,0.23,,6437.5,213.01,1,3,5,47.3397,61.77
C(CCl)NCCCl.Cl,1.16,,,,176.99,1,1,4,41.5577,12.03
C(CCl)O,0.03,,,,80,1,1,1,17.8058,20.23
C(CCl)OCCCl,1.29,,,,142,0,1,4,32.259,9.23
C(CCl)OCOCCCl,1.1,,,,172.01,0,2,6,38.211,18.46
C(CCl)OP(=O)(OCCCl)OCCCl,1.44,0.44,2.04,,283.95,0,4,9,57.6225,44.76
C(CCl)OP(OCCCl)OCCCl,1.34,,,,267.96,0,3,9,56.936,27.69
C(CCl)P(=O)(O)O,-0.22,,,,143.97,2,1,2,27.6311,57.53
C(CCN)C[C@@H](C(=O)O)N,-3.05,,,,146.11,3,3,5,38.5166,89.34
C(CCO)CC(CO)O,-0.76,,,,134.09,3,3,5,34.0294,60.69
C(CCO)CCO,-0.29,,,,104.08,2,2,4,28.0226,40.46
C(CCO)CO,-0.83,,,,90.07,2,2,3,23.4056,40.46
C(CI)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,5.96,,,,473.92,0,0,6,54.294,0
C(CI)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,5.08,,,,373.92,0,0,4,44.4,0
C(Cl)(Br)Br,2.2,,,,205.81,0,0,0,27.495,0
C(Cl)(Cl)(Br)Br,2.75,,,,239.77,0,0,0,32.291,0
C(Cl)(Cl)(Cl)Br,2.54,,,,195.82,0,0,0,29.217,0
C(Cl)(Cl)(Cl)Cl,2.83,0.6105,4.281,,151.88,0,0,0,26.143,0
C(Cl)(Cl)Br,2.05,,,,161.86,0,0,0,24.421,0
C(Cl)(Cl)Cl,1.97,0.5672,46.47,,117.91,0,0,0,21.347,0
C(Cl)Br,1.41,,,,127.9,0,0,0,19.647,0
C(CN(CC#N)CC#N)N(CC#N)CC#N,-0.71,,,,216.11,0,6,7,55.332,101.64
C(CN(CC(=O)[O-])CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+],-1.55745,,,,503.05,0,13,16,74.355,210.37
C(CN(CC(=O)O)CC(=O)O)CN(CC(=O)O)CC(=O)O,-1.1,,,,306.11,4,6,12,68.0402,155.68
C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O,-1.57,1,,0.532802076,393.14,5,8,16,87.499,196.22
C(CN(CCO)CCO)C#N,-0.75,,,,158.11,2,4,6,40.8416,67.49
C(CN(CCO)CCO)N(CCO)CCO,-0.94,,,,236.17,4,6,11,61.2232,87.4
C(CN)C#N.C(CN)C#N.C(=C/C(=O)O)\C(=O)O,-0.31,,,,256.12,4,6,4,62.9804,174.22
C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,-1.35,0.7,,0.651509705,235,6,4,4,42.7094,161.31
C(CN)CN(CCO)CCO,-0.93,,,,162.14,3,4,7,44.283,69.72
C(CN)CNCCCN,-0.29,,,,131.14,3,3,6,40.2125,64.07
C(CN)CNCCSP(=O)(O)O,0.09,,,,214.05,4,4,7,51.0432,95.58
C(CN)COCCOCCOCCCN,0.27,,,,220.18,2,5,12,59.7998,79.73
C(CN[C@@H](CC(=O)O)C(=O)O)N[C@@H](CC(=O)O)C(=O)O,-2.2134,,,,292.09,6,6,11,63.3586,173.26
C(CNCCC#N)C#N,-1.34,,,,123.08,1,3,4,33.3297,59.61
C(CNCCN)N,-0.83,0.9678,2.003,,103.11,3,3,4,30.9785,64.07
C(CNCCNCCN)N,-0.37,,,,146.15,4,4,7,43.8482,76.1
C(CNCCNCCNCCN)N,-0.26,,,,189.2,5,5,10,56.7179,88.13
C(CNCCNCCNCCNCCN)N,0.220101,,,,232.24,6,6,13,69.5876,100.16
C(CNCCO)N,-1.67,,,,104.09,3,3,4,29.0099,58.28
C(CO)[N+](=O)[O-],-0.42,,,,91.03,1,3,2,18.9472,63.37
C(CO)C#N,-0.94,,,,71.04,1,2,1,17.3158,44.02
C(CO)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,5.7,,,,464.01,1,1,8,52.3868,20.23
C(CO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,4.57,,,,364.01,1,1,6,42.4928,20.23
C(CO)C(CO)O,-1.1,,,,106.06,3,3,3,24.7954,60.69
C(CO)CBr,1.02,,,,137.97,1,1,2,25.4968,20.23
C(CO)CCl,0.5,,,,94.02,1,1,2,22.4228,20.23
C(CO)CO,-1.04,,,,76.05,2,2,2,18.7886,40.46
C(CO)CS,0.34,,,,92.03,2,2,2,25.5558,20.23
C(CO)CSC[C@@H](C(=O)O)N,-1.15,,,,179.06,3,4,6,44.639,83.55
C(CO)N(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO,-2.98,1,,0.867169374,806.86,8,9,12,141.9692,199.89
C(CO)N(CCO)C=O,-1.04,,,,133.07,2,3,5,31.8086,60.77
C(CO)N(CCO)CCO,-1,,,,149.11,3,4,6,37.6974,63.93
C(CO)N(CCO)N=O,-2.6,,,,134.07,2,4,5,31.5396,73.13
C(CO)N1C(=O)N(C(=O)N(C1=O)CCO)CCO,-0.85,,,,261.1,3,9,6,60.4794,126.69
C(CO)NCCO,-1.43,,,,105.08,3,3,4,27.0413,52.49
C(CO)NCO,-1.54371,,,,91.06,3,3,3,22.1743,52.49
C(CO)NN,-1.62,,,,76.06,3,3,2,19.2759,58.28
C(CO)O,-1.36,,,,62.04,2,2,1,14.1716,40.46
C(CO/C=C/[C@@H](C(=O)O)N)N.Cl,-1.77,,,,196.06,3,4,5,47.0056,98.57
C(CO[N+](=O)[O-])N(CCO[N+](=O)[O-])CCO[N+](=O)[O-],-0.92,,,,284.06,0,10,12,55.2792,160.35
C(COC(=O)Cl)OC(=O)Cl,-0.37,,,,185.95,0,4,3,34.402,52.6
C(COC(=O)Cl)OCCOC(=O)Cl,0.8,,,,229.97,0,5,6,45.221,61.83
C(COC(=O)CS)OC(=O)CS,-0.57,,,,210,2,6,5,49.624,52.6
C(COCC#CCOCCO)O,-0.56,,,,174.09,2,4,6,43.5856,58.92
C(COCCC#N)C#N,0.12,,,,124.06,0,3,4,31.279,56.81
C(COCCCl)OCCCl,1.07,,,,186.02,0,2,7,43.078,18.46
C(COCCN)N,-0.36,,,,104.09,2,3,4,28.9278,61.27
C(COCCO)N,-1.1,,,,105.08,2,3,4,26.9592,55.48
C(COCCO)O,-1.09,0.97,,,106.06,2,3,4,24.9906,49.69
C(COCCOCCC#N)C#N,0.32,,,,168.09,0,4,7,42.098,66.04
C(COCCOCCN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,-0.81,,,,380.14,4,8,17,85.0612,174.14
C(COCCOCCN)N,-0.44,,,,148.12,2,4,7,39.7468,70.5
C(COCCOCCO)O,-1.75,,,,150.09,2,4,7,35.8096,58.92
C(COCCOCCOCCO)O,-0.76,,,,194.12,2,5,10,46.6286,68.15
C(COCCOCCOCCOCCO)O,-0.49,,,,238.14,2,6,13,57.4476,77.38
C(COCCS)OCCS,1.02,,,,182.04,2,4,7,49.344,18.46
C(COS(=O)(=O)O)N,-1.93,,,,141.01,2,4,3,26.555,89.62
C(CS(=O)(=O)[O-])CS(=O)(=O)[O-].[Na+].[Na+],-0.44,,,,247.94,0,6,4,33.7454,114.4
C(CS(=O)(=O)[O-])O.[Na+],-1.55,,,,147.98,1,4,2,21.65,77.43
C(CS(=O)(=O)O)N,-1.91,,,,125.01,2,3,2,25.47,80.39
C(CS)C(=O)O,0.43,,,,106.01,2,2,2,26.1058,37.3
C(CS)C(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.54772,,,,488.07,4,12,16,120.149,105.2
C(CS)O,-0.390373,,,,78.01,2,2,1,20.9388,20.23
C(CSC[C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@@H]([C@@H]([C@H]8O)O)O[C@@H]9[C@H](O[C@H](O2)[C@@H]([C@H]9O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)O)O)C(=O)O,-5.4,1,,,2000.41,24,48,40,441.0032,769.76
C(CSCCC#N)C#N,0.62,,,,140.04,0,3,4,37.785,47.58
C(CSCCC(=O)O)C(=O)O,0.93,,,,178.03,2,3,6,41.8306,74.6
C(CSCCO)O,-0.63,,,,122.04,2,3,4,31.4966,40.46
C(CSCCS)S,2,,,,153.99,2,3,4,45.031,0
C(CSCSCCO)O,0.61,,,,168.03,2,4,6,43.9546,40.46
C(CSSCCC(=O)O)C(=O)O,0.9,,,,210,2,4,7,49.4216,74.6
C(CSSCCO)O,0.9,,,,154.01,2,4,5,39.0876,40.46
C(F)(Cl)(Cl)Cl,2.53,,,,135.9,0,0,0,21.398,0
C(F)(F)(Cl)Cl,2.16,0.773,0.2524,,119.93,0,0,0,16.653,0
C(F)(F)(F)Br,1.86,0.838,5.048,,147.91,0,0,0,14.982,0
